rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000039476	NA	583.815894745241	-1.53998968085776	0.272003683328709	-5.66165009977724	1.49924285113073e-08	2.20582064360267e-07	Prrx2	3.96	3.57	4.75	10.48	11.4	1.57	5.02	3.77	6.95	7.44
ENSMUSG00000039481	NA	891.513029060476	1.70844034342028	0.242455547538412	7.04640648880022	1.83597407611856e-12	6.12788541838769e-11	Nrtn	15.58	16.35	11.25	4.71	4.21	19.23	16.14	16.56	3.54	3
ENSMUSG00000039579	NA	98.7239985209193	-2.4467322118691	0.403215603818234	-6.06804942244264	1.29473067255085e-09	2.44209958678759e-08	Grin3a	0.07	0.07	0.11	0.12	0.3	0.02	0.09	0.04	0.22	0.45
ENSMUSG00000039639	NA	5.3106632005353	-4.30833403412167	1.23037352327971	-3.5016472255005	0.000462391420716619	0.0021001170199169	Kcne1	0.01	0	0	0.01	0.21	0	0	0	0.06	0.08
ENSMUSG00000039691	NA	7.28071646551189	3.84412740924107	1.21092187626449	3.17454617394445	0.00150071011872919	0.00571690920115158	Tspan10	0.06	0.01	0.21	0	0	0.15	0.12	0.13	0.01	0
ENSMUSG00000039706	NA	280.96390598967	-1.61035216531831	0.246100193885591	-6.54348190423185	6.01027602908117e-11	1.52360954740254e-09	Ldb2	0.93	1.34	0.88	1.61	2.95	0.82	1.1	0.98	2.01	2.32
ENSMUSG00000039716	NA	123.551805854021	-1.96976003600969	0.338973748801703	-5.81095156475372	6.21187355717366e-09	1.00640811376194e-07	Dock3	0.25	0.52	0.09	0.34	1.47	0.22	0.11	0.05	0.38	0.72
ENSMUSG00000039760	NA	99.4256641072181	4.76888577832588	0.705084852445751	6.76356294108983	1.34638841605092e-11	3.84632917141132e-10	Il22ra2	0.24	0.56	0.77	0	0.02	1.81	0.23	0.7	0.01	0.05
ENSMUSG00000039775	NA	67.7059012875885	2.31469848213657	0.530708695820169	4.36152356342943	1.29159882968381e-05	9.12280683137567e-05	Defb3	19.56	38.17	12.64	2.72	5.93	11.55	8.97	11.46	1.21	0.61
ENSMUSG00000039838	NA	4.40474118262328	-2.19259077437164	0.833638324266181	-2.63014632430879	0.00853481241145139	0.0249775611865617	Slc45a1	0.01	0.01	0	0.03	0.02	0	0.01	0	0.01	0.06
ENSMUSG00000039904	NA	18.0582512166008	2.22077226478966	0.552207783130747	4.02162434618173	5.77981828436766e-05	0.000341842590646816	Gpr37	0.06	0.11	0.12	0.02	0	0.05	0.06	0.02	0.02	0.01
ENSMUSG00000040026	NA	29.7629306420422	3.56529453168638	1.03976547864841	3.42894104959215	0.000605941124155176	0.00263600364666367	Saa3	0.95	1.28	8.45	0.12	0.07	0.03	0.3	0.12	0.02	0.17
ENSMUSG00000040035	NA	31.9053859378942	-2.31358860422204	0.432321611064106	-5.35154511135223	8.72063913636667e-08	1.07826462372819e-06	Disp2	0.02	0.02	0.05	0.09	0.13	0.02	0	0.01	0.04	0.08
ENSMUSG00000040133	NA	384.051241638581	-2.9522559410855	0.395115589119859	-7.47187917252722	7.90575855478614e-14	3.46501075605166e-12	Gpr176	0.26	0.38	0.79	1.82	3.51	0.12	0.23	0.13	1.09	1.12
ENSMUSG00000040146	NA	35.5162231795319	-1.76667115699278	0.354109587768155	-4.98905202801079	6.06763052459228e-07	6.12462947800512e-06	Rgl3	0.06	0.11	0.19	0.18	0.24	0.04	0.13	0.05	0.25	0.21
ENSMUSG00000040152	NA	13960.6420289102	-1.87001730771014	0.221024705922058	-8.46067094585153	2.65843542999425e-17	1.90845871062734e-15	Thbs1	12.09	16.14	21.29	46.47	49.35	7.46	13.12	7.67	25.06	27.25
ENSMUSG00000040283	NA	13.3091500788202	-2.06385806930811	0.632357577796256	-3.26375162056346	0.00109947506423914	0.00441353511566712	Btnl9	0.09	0.04	0.03	0.01	0.07	0.01	0.02	0.01	0.08	0.07
ENSMUSG00000040289	NA	506.603393827363	-1.96259727035455	0.444800299975193	-4.41231103140894	1.02273047045813e-05	7.40293562989737e-05	Hey1	2.44	1.01	1.51	2.63	2.35	0.34	1.46	0.75	2.69	6.59
ENSMUSG00000040310	NA	1067.74432190743	-2.62636707779312	0.254483128218648	-10.320397647488	5.69866501443257e-25	1.03164419364538e-22	Alx4	0.76	1.06	0.6	3.8	5.34	0.38	0.83	0.6	2.51	2.48
ENSMUSG00000040328	NA	5.68852114566076	-2.11355603229935	0.824208725925153	-2.56434561515584	0.0103370554913987	0.0293344111789478	Olfr56	0.02	0.01	0.02	0.07	0.02	0	0.02	0	0.04	0.01
ENSMUSG00000040329	NA	12.5766244857746	-1.80516139033186	0.661654625711227	-2.72825326112011	0.00636707031370759	0.0195652317481181	Il7	0	0.01	0.02	0.05	0.04	0.05	0.05	0.02	0.03	0.16
ENSMUSG00000040364	NA	11.3947629825561	-2.20048608112991	0.531565353021301	-4.13963413646662	3.47860155162326e-05	0.000219122953261291	Sec1	0.05	0.03	0.02	0.07	0.11	0	0.02	0.02	0.06	0.08
ENSMUSG00000040473	NA	97.9494589590769	-1.75338888412412	0.304944413219641	-5.74986393622241	8.9315298260402e-09	1.39153067589055e-07	Cfap69	0.33	0.63	0.22	0.51	0.48	0.21	0.26	0.15	1.11	1.15
ENSMUSG00000040490	NA	10.5890781102741	2.58247643416633	0.918983029179871	2.81014594629785	0.00495190390442583	0.0157935579333995	Lrfn2	0.03	0.03	0	0	0	0.05	0.09	0.1	0.01	0.01
ENSMUSG00000040522	NA	32.6985250858001	-1.54088952652349	0.406144154469202	-3.79394732034813	0.000148271144457793	0.000774124110013964	Tlr8	0.04	0.06	0.11	0.42	0.11	0.08	0.28	0.04	0.13	0.15
ENSMUSG00000040536	NA	35.1192578485658	-3.28980039579336	0.475756647556017	-6.91488056487115	4.68257715174762e-12	1.4631955433838e-10	Necab1	0.01	0.02	0.03	0.09	0.17	0.02	0.03	0.01	0.11	0.22
ENSMUSG00000040564	NA	2138.5335938725	1.5498724105452	0.213459607233593	7.26072923412222	3.85008959952571e-13	1.4640009652991e-11	Apoc1	192.96	121.33	222.88	45.32	32.57	126.53	119.81	139.01	24.28	59.99
ENSMUSG00000040569	NA	144.587028088281	-2.60750251081951	0.379116949998517	-6.87783152620771	6.07704772117402e-12	1.8537221574387e-10	Slc26a7	0.22	0.4	0.04	0.53	0.46	0.25	0.22	0.27	0.78	0.47
ENSMUSG00000040584	NA	260.231104762563	-1.69357920654331	0.240823025880947	-7.03246377852817	2.0291799494074e-12	6.71888510087081e-11	Abcb1a	0.28	0.27	0.5	0.76	0.81	0.2	0.4	0.21	0.69	0.78
ENSMUSG00000040610	NA	5.61128543955585	5.5625852646633	1.29514309206633	4.29495806196093	1.74726363413778e-05	0.000118526230364743	Tlx3	0.02	0.07	0.05	0	0	0.04	0.09	0.15	0	0
ENSMUSG00000040732	NA	390.123823704325	-1.67971213118263	0.211770755988354	-7.93174734322148	2.16083710333689e-15	1.16092715987342e-13	Erg	0.96	1.25	1.64	2.65	2.67	0.71	1.16	0.73	2.26	2.4
ENSMUSG00000040797	NA	13.1585780538703	-3.96647674865294	0.853478630485562	-4.64742362254147	3.36106477580013e-06	2.79892669204756e-05	Iqsec3	0	0.01	0	0.01	0.06	0	0	0	0.01	0.08
ENSMUSG00000040838	NA	61.9447573011594	-2.12239352272187	0.639735844048822	-3.3176092014627	0.000907914172063008	0.00373642464435616	Gm11639	0	0.21	0.05	0.09	0.2	0.21	0.01	0.05	0.03	0.21
ENSMUSG00000040856	NA	6.45522740957263	-2.43380996497619	0.841826187756803	-2.8911074523133	0.00383886840669023	0.012713532176064	Dlk1	0.01	0.02	0.02	0.07	0.08	0.03	0.02	0	0.11	0.03
ENSMUSG00000040963	NA	5.77474354184322	-3.47847252282321	0.990070152810657	-3.51335964724152	0.00044247811142314	0.002022358108055	Asgr2	0	0.01	0	0.14	0.15	0	0.02	0.03	0.22	0.04
ENSMUSG00000040969	NA	18.6966688157023	-4.99670210276002	0.653592184158947	-7.64498447788181	2.08970536511828e-14	9.97250511634524e-13	Arhgef38	0	0	0	0.05	0.12	0	0	0	0.08	0.07
ENSMUSG00000041046	NA	86.5563884631606	-1.7473069412817	0.199063034968014	-8.77765649238925	1.66916162826328e-18	1.44791077701692e-16	Ramp3	0.5	0.66	0.45	1.28	1.52	0.37	0.46	0.36	1.03	1.05
ENSMUSG00000041216	NA	29.2361807040029	3.14839505813986	0.740407512003925	4.25224623885659	2.11636968359064e-05	0.00014082356004875	Clvs1	0.16	0.2	0.58	0	0.04	0.23	0.12	0.21	0	0.05
ENSMUSG00000041248	NA	2.48460508149238	-5.14981598477208	1.45595846451325	-3.53706243020727	0.000404604013873247	0.00187393766714653	Kcnj1	0	0	0	0.07	0.03	0	0	0	0.01	0.01
ENSMUSG00000041329	NA	116.75370603967	-1.63238361043837	0.220504128971974	-7.40296164996458	1.33180221379452e-13	5.64406256253125e-12	Atp1b2	0.24	0.3	0.29	0.58	0.87	0.17	0.34	0.3	0.52	0.55
ENSMUSG00000041445	NA	604.805732996482	-1.52122619161984	0.239590782583388	-6.34926842851472	2.16341256021442e-10	4.82997804160471e-09	Mmrn2	0.96	1.17	2.25	2.13	3.13	0.66	1.36	0.98	2.14	2.81
ENSMUSG00000041460	NA	9.81321657844287	6.374705655461	1.2541889168267	5.0827316123874	3.72045222093939e-07	3.93423058665051e-06	Cacna2d4	0.25	0.14	0.02	0	0	0.03	0.03	0.06	0	0
ENSMUSG00000041550	NA	5.66875978294545	-2.509034292295	0.867121654018813	-2.893520511991	0.00380949407721738	0.012641387498716	Serpina5	0	0.04	0.01	0.05	0.09	0.01	0	0	0.02	0.05
ENSMUSG00000041608	NA	639.331783434344	-2.33501259061947	0.190786679152265	-12.2388659470084	1.92706332666055e-34	8.02380992638288e-32	Entpd3	0.68	1	0.92	3.11	5.8	0.6	0.76	0.84	2.31	2.77
ENSMUSG00000041660	NA	1275.68989794879	2.22402850480503	0.34642688008516	6.41990743979887	1.36357228239804e-10	3.22589436979252e-09	Bbox1	7.49	6.37	8.69	1.25	1.14	9.56	9.75	13.96	1.49	2.8
ENSMUSG00000041670	NA	11.8824781908802	2.23942623876102	0.644789491684528	3.47311218256747	0.000514460270512188	0.00230084205300228	Rims1	0.03	0.11	0.03	0	0.01	0.01	0.03	0.02	0	0.01
ENSMUSG00000041703	NA	89.3439761927988	-2.15775311093064	0.321417025483671	-6.713250823237	1.90335517883487e-11	5.28339675058245e-10	Zic5	0.07	0.15	0.09	0.42	0.46	0.14	0.13	0.23	0.22	0.49
ENSMUSG00000041708	NA	3.41331973917699	3.28187326114938	1.33856469879383	2.45178530713281	0.0142149446505201	0.0380076903442626	Mpped1	0.05	0.09	0.02	0	0.03	0.05	0.01	0.01	0	0
ENSMUSG00000041729	NA	326.136930286217	-1.5523331570411	0.383092206770351	-4.05211364159036	5.07569989840023e-05	0.000306178130415994	Coro2b	0.81	0.91	1.22	1.49	3.44	0.35	0.76	0.3	0.64	1.01
ENSMUSG00000041730	NA	23.472259177745	4.31412149010564	0.663050301352268	6.50647693139893	7.69337104674203e-11	1.88986865462372e-09	Prrxl1	0.17	0.42	0.23	0.01	0.01	0.12	0.13	0.13	0.01	0
ENSMUSG00000041741	NA	602.683292921194	-1.67279866510633	0.257713453312045	-6.49092487647851	8.5311013610765e-11	2.08642427560542e-09	Pde3a	0.4	0.55	0.35	0.89	1.02	0.25	0.58	0.44	1.06	0.95
ENSMUSG00000041754	NA	7.93750890085208	2.80593654745683	0.992549046492104	2.82700039597404	0.00469862697907758	0.0150926966897854	Trem3	0.12	0.07	0.53	0.01	0	0.03	0.23	0.1	0.01	0.05
ENSMUSG00000041757	NA	1152.16346187081	1.96062274579858	0.167543847741966	11.7021470631266	1.24268895523623e-31	3.90509142442631e-29	Plekha6	5.03	5.36	4.69	0.99	1.16	3.53	3.58	3.02	0.54	1.06
ENSMUSG00000041773	NA	1091.80459111309	-1.8664173959091	0.272123333354381	-6.85871870266449	6.94808991783922e-12	2.10018942979332e-10	Enc1	1.19	1.58	2.04	3.62	6.94	1.25	0.72	0.81	1.55	2.85
ENSMUSG00000041817	NA	49.5291235591951	1.97986254233806	0.356881145552471	5.54768041688816	2.8948438408774e-08	4.0077825577567e-07	Fam169a	0.22	0.11	0.28	0.04	0.03	0.16	0.14	0.07	0.02	0.04
ENSMUSG00000041872	NA	4.31449822338482	5.19135273160854	1.61920928804184	3.20610360250996	0.00134545537262131	0.00520403140525034	Il17f	0.05	0.26	0.1	0	0	0.02	0.14	0	0	0
ENSMUSG00000041889	NA	93.2910414338084	-1.54149077579312	0.304904118702589	-5.05565743864786	4.28910621430237e-07	4.47307852217946e-06	Shisa4	0.66	0.53	0.65	1.1	1.08	0.31	0.49	0.16	0.96	0.78
ENSMUSG00000041907	NA	9.679068217452	-2.01265253294932	0.690307429769329	-2.91558868723442	0.00355018190286007	0.0119090190517894	Gpr45	0.05	0.01	0.05	0.09	0.07	0	0.04	0.03	0.09	0.13
ENSMUSG00000042002	NA	14.799630581816	-3.43895370242245	1.00972743001955	-3.4058237898478	0.000659647401904689	0.00283155347389758	Foxn4	0.07	0.03	0.02	0.06	0.41	0.05	0	0	0.01	0.04
ENSMUSG00000042102	NA	17.9579417438709	-3.11188677607474	0.725931009421966	-4.28675278461052	1.81303866856592e-05	0.00012254934669223	Dmgdh	0.03	0	0.02	0.08	0.22	0	0.01	0.03	0.11	0.07
ENSMUSG00000042104	NA	383.536506922787	-1.57448550056896	0.287532960954398	-5.4758435184016	4.35432355615338e-08	5.78780996230922e-07	Uggt2	0.8	0.9	0.85	1.49	1.26	0.35	0.44	0.63	1.39	0.86
ENSMUSG00000042109	NA	2902.22713325384	-3.80493885705574	0.559958700457617	-6.79503480157771	1.08286385498481e-11	3.1474864755274e-10	Csdc2	2.09	5.16	4.29	23.97	52.2	1.33	0.8	0.82	10.86	16.74
ENSMUSG00000042157	NA	951.344758996401	4.77956980498264	0.93547752866768	5.10922994782116	3.23474474602347e-07	3.47130629800393e-06	Sprr2i	125.46	98.08	25.84	1.08	2.94	2.22	11.59	10.82	0.32	0.94
ENSMUSG00000042190	NA	325.765671409853	-1.53167979476802	0.2807904270583	-5.45488609000904	4.90042491880226e-08	6.43663856645518e-07	Cmklr1	0.82	0.83	1.51	2.04	2.28	0.43	0.86	0.41	1.51	1.27
ENSMUSG00000042212	NA	10003.3008750439	4.30579065401787	0.717379127910811	6.00211308984891	1.94765962882486e-09	3.54516624241291e-08	Sprr2d	735.76	740.69	239.81	11.37	43.62	158.95	227.56	246.69	3.25	8.6
ENSMUSG00000042258	NA	21.7516400183287	2.35060084761542	0.60270629596708	3.90007680912597	9.61621754993088e-05	0.000530676286594098	Isl1	0.25	0.23	0.14	0	0.06	0.09	0.14	0.22	0.02	0.05
ENSMUSG00000042265	NA	88.3272709427041	3.15197324314479	0.568244698767198	5.54685903798658	2.90847037254282e-08	4.02330349291534e-07	Trem1	0.26	0.44	1.85	0.11	0.02	0.25	0.38	0.31	0.03	0.05
ENSMUSG00000042284	NA	1825.6546158044	-1.73533527935758	0.192989288933789	-8.99187353321428	2.43051290061584e-19	2.28117521353313e-17	Itga1	1.38	1.12	1.76	3.81	3.67	0.74	1.15	1.02	3.25	2.53
ENSMUSG00000042333	NA	26.2448386251434	-1.88395581214315	0.51867964963741	-3.63221463086157	0.000280999247994664	0.00136166496227848	Tnfrsf14	0.52	0.15	0.29	0.85	1.1	0.08	0.2	0.23	0.46	0.27
ENSMUSG00000042359	NA	48.8544597410142	-2.14822435591599	0.402587030094035	-5.33604958762384	9.49934328988581e-08	1.16332031244888e-06	Osbpl6	0.17	0.16	0.04	0.09	0.34	0.02	0.07	0.08	0.18	0.43
ENSMUSG00000042371	NA	34.915735126843	1.78947941382749	0.353470619636234	5.06259732610619	4.13582805954875e-07	4.32163225766643e-06	Slc5a10	0.29	0.4	0.31	0.13	0.07	0.24	0.28	0.28	0.04	0.03
ENSMUSG00000042379	NA	13.701752093584	-4.53774190216074	0.831237419812723	-5.4590202437988	4.78769175836408e-08	6.31333251704453e-07	Esm1	0.01	0	0.04	0.17	0.08	0	0	0.01	0.19	0.09
ENSMUSG00000042428	NA	116.070483323549	-1.82390805051536	0.276420017665685	-6.5983211560361	4.1583970920499e-11	1.08385138604211e-09	Mgat3	0.15	0.22	0.16	0.53	0.4	0.07	0.14	0.09	0.3	0.28
ENSMUSG00000042429	NA	54.6094726919769	-1.64565483874076	0.498754525249447	-3.29952863669298	0.000968473459942177	0.00394731296958609	Adora1	0.08	0.1	0.1	0.09	0.09	0.04	0.14	0.04	0.14	0.41
ENSMUSG00000042451	NA	7.97439374635631	3.59840659934173	1.06547975359834	3.3772641734291	0.000732107007150446	0.00310181689241686	Mybph	0.16	0.07	0.04	0.01	0	0.01	0.07	0.11	0	0.01
ENSMUSG00000042453	NA	835.237769146474	-2.5729364216038	0.265337238035126	-9.69685386286861	3.10938736850816e-22	4.01333743433802e-20	Reln	0.41	0.19	1.21	1.79	1.6	0.49	0.4	0.26	2.02	1.58
ENSMUSG00000042532	NA	352.051657645266	-6.36589370479505	0.774216682997317	-8.22236699957177	1.99525517112641e-16	1.25399905189096e-14	Golga7b	0.05	0.02	0.04	2.44	5.16	0.1	0	0.03	1.24	2.72
ENSMUSG00000042581	NA	10.4806887336943	2.96881740369766	0.694398095084541	4.27538241350766	1.90809488833871e-05	0.000128297619561087	Thsd7b	0.06	0.08	0.04	0.01	0	0.03	0.02	0.03	0	0.01
ENSMUSG00000042607	NA	10.0054424236866	-2.22597552552309	0.697880210311513	-3.18962408251909	0.00142457968134258	0.00546438843684032	Asb4	0.04	0.01	0.02	0.02	0.09	0.01	0.02	0	0.03	0.1
ENSMUSG00000042671	NA	5.70770167666013	-1.79474243453223	0.75610356224141	-2.37367276674621	0.0176121514460118	0.0452740210423408	Rgs8	0.09	0.04	0.01	0.03	0.01	0.01	0.01	0	0.02	0.05
ENSMUSG00000042677	NA	3565.07352637823	1.83695817516312	0.300353634796324	6.11598450076622	9.59626525658555e-10	1.86712380664057e-08	Zc3h12a	29.26	32.1	17.68	4.35	9.2	13.26	12.43	22.21	2.39	3.86
ENSMUSG00000042684	NA	234.733282952628	2.01749346054728	0.286088745019211	7.05198472736775	1.76383566940984e-12	5.91080142334425e-11	Npl	3.99	1.96	2.54	0.48	0.37	1.45	2.48	1.62	0.43	0.49
ENSMUSG00000042751	NA	85.9282612929774	-1.51892846515079	0.299543697415832	-5.07080762591437	3.96131038171548e-07	4.15987543552783e-06	Nmnat2	0.1	0.08	0.15	0.21	0.34	0.2	0.12	0.21	0.27	0.28
ENSMUSG00000042784	NA	124.679662058941	2.78917733152766	1.03836697864758	2.68611905894814	0.00722873254221756	0.0218027056303212	Muc1	0.97	0.32	5.37	0.31	0.22	0.07	0.19	0.19	0.06	0.16
ENSMUSG00000042797	NA	32.998419377731	-1.94510287075208	0.44627854806321	-4.35849511295933	1.30959846275552e-05	9.23036919051765e-05	Aqp11	0.17	0.13	0.06	0.08	0.19	0.09	0.09	0.03	0.1	0.41
ENSMUSG00000042801	NA	27.2781002714028	-3.76689541031908	0.512635479780056	-7.34809734967087	2.01048057469789e-13	8.16696438331545e-12	Olfr769	0.01	0.02	0	0.19	0.18	0.06	0.05	0.01	0.22	0.15
ENSMUSG00000042812	NA	32.9862163074003	-1.61114081920372	0.40524384789779	-3.97573171699347	7.01631885538253e-05	0.000403511017045566	Foxf1	0.12	0.19	0.1	0.31	0.18	0.04	0.06	0.04	0.14	0.2
ENSMUSG00000042821	NA	575.354382434406	-1.59924680903164	0.354387979822043	-4.51270048672279	6.40073818807409e-06	4.90360140397305e-05	Snai1	2.06	3.15	5.73	7.44	6.94	0.69	1.51	2.11	3.75	4.95
ENSMUSG00000042846	NA	6.86769350159395	2.94168672617979	0.849691173531798	3.46206576908699	0.000536046144664308	0.0023769564801342	Lrrtm3	0.08	0.17	0.05	0	0.02	0.06	0.03	0.02	0	0
ENSMUSG00000042961	NA	269.427548905682	-1.72454638634036	0.309988088656418	-5.56326662038875	2.64770883458984e-08	3.69326554774655e-07	Egflam	0.33	0.52	0.49	0.79	0.87	0.21	0.54	0.33	0.96	0.91
ENSMUSG00000042988	NA	116.864981131256	-1.56316545468175	0.46340470406913	-3.37321878901031	0.000742948926757658	0.00314295513719807	Notum	0.57	0.51	0.76	0.5	1.1	0.17	0.38	0.19	0.62	1.89
ENSMUSG00000043003	NA	24.8604082427062	-3.88539818953204	0.542658445579385	-7.15993314244596	8.07164169744323e-13	2.89103639722402e-11	Rasef	0.01	0	0.02	0.14	0.12	0.01	0.02	0.01	0.11	0.18
ENSMUSG00000043051	NA	33.7428911709639	-1.95092994121233	0.338489373031601	-5.76363719705373	8.23202753994591e-09	1.29588297427031e-07	Disc1	0.09	0.08	0.11	0.2	0.26	0.04	0.03	0.07	0.22	0.19
ENSMUSG00000043085	NA	6.63770330253351	-2.03851603554396	0.705225206544307	-2.89058873197819	0.0038452096335992	0.0127294705719727	Tmem82	0.02	0.01	0.01	0.02	0.13	0.02	0.02	0.01	0.04	0.02
ENSMUSG00000043226	NA	6.50327291847286	-6.54628865980129	1.30194888208928	-5.02806888185676	4.95443918496112e-07	5.1156965049924e-06	Olfr1009	0	0	0	0.01	0.06	0	0	0	0.01	0.07
ENSMUSG00000043243	NA	44.6981561757685	-1.58488352941737	0.303781492131495	-5.2171826476227	1.81665103768074e-07	2.07235089264196e-06	Fam129c	0.22	0.15	0.23	0.39	0.98	0.28	0.28	0.1	0.42	0.71
ENSMUSG00000043251	NA	71.2414312809608	-2.21016626619938	0.377586699410588	-5.85340074120578	4.81621742116072e-09	7.96565056101607e-08	Exoc3l	0.37	0.49	0.19	0.53	1.18	0.09	0.16	0.16	0.47	0.8
ENSMUSG00000043263	NA	11.4682169329541	-2.21041786363015	0.599355378286743	-3.68799203896131	0.000226030720545991	0.0011220690464064	Pyhin1	0.03	0.02	0.01	0.07	0.04	0	0.02	0.04	0.06	0.06
ENSMUSG00000043366	NA	31.6960195554274	-2.8789978424931	0.543232473300131	-5.29975283878599	1.15959550425785e-07	1.39343889779325e-06	Olfr78	0.04	0.07	0.01	0.27	0.14	0.03	0.06	0.02	0.23	0.1
ENSMUSG00000043385	NA	16.3242566705945	-2.22595201064745	0.551446152793095	-4.03657183819839	5.42379229455155e-05	0.000323427356483194	Olfr267	0.02	0.04	0.03	0.05	0.03	0.01	0.01	0.03	0.06	0.11
ENSMUSG00000043485	NA	135655.386543926	-6.89822919296129	0.924274745726717	-7.46339681448021	8.43199151701967e-14	3.68595324713813e-12	Krt34	17.14	75.95	45.29	2167.23	3957.17	3.31	1.24	3.25	1120.11	1164.84
ENSMUSG00000043501	NA	2.02806779836322	-3.77343998756938	1.29285919884001	-2.91867822184736	0.00351518870883579	0.011801142500637	Lgals2	0.03	0	0.03	0.14	0.12	0	0	0	0.04	0.14
ENSMUSG00000043518	NA	64.433217833688	-1.69143072002169	0.336433198299417	-5.02753809246958	4.96816818874897e-07	5.12669400146308e-06	Rai2	0.14	0.2	0.33	0.53	0.75	0.07	0.23	0.14	0.31	0.33
ENSMUSG00000043613	NA	346.315366933028	2.47170296084724	1.03789894179823	2.38144857972864	0.0172446981272297	0.0444873679227092	Mmp3	2.58	0.84	19.75	0.52	0.51	0.22	0.66	0.59	0.3	0.62
ENSMUSG00000043631	NA	532.637469405389	-1.55988757472942	0.355216654759345	-4.39136947502144	1.12638946253219e-05	8.09445563030057e-05	Ecm2	0.66	0.87	1.1	1.64	1.97	0.29	1.42	0.86	1.82	2.42
ENSMUSG00000043668	NA	55.635911922094	2.12949579881303	0.5446249712826	3.91002232930677	9.22875895689282e-05	0.000511838096660173	Tox3	0.53	0.6	0.57	0.1	0.04	0.09	0.12	0.2	0.02	0.11
ENSMUSG00000043857	NA	497.560563627403	1.72156702446184	0.213458507818459	8.06511317846367	7.31680509626785e-16	4.19368086315125e-14	Mgat5b	4.17	3.2	3.63	0.66	0.95	2.17	2.22	1.91	0.28	0.6
ENSMUSG00000043873	NA	1.58891955614039	-3.91497158372223	1.5621002048988	-2.50622307803605	0.0122028603462763	0.033593163482187	Chil5	0	0	0	0.05	0.03	0.01	0	0	0.04	0.01
ENSMUSG00000043924	NA	18.5565086649982	1.63380871993843	0.514414783558184	3.17605320095477	0.00149293569314114	0.00568989564514088	Ncmap	0.21	0.21	0.34	0.04	0.19	0.07	0.26	0.12	0.05	0.05
ENSMUSG00000043939	NA	10.0012563200098	2.38093538450748	0.779938112622331	3.05272347379233	0.0022677480623968	0.00813680133367654	A530064D06Rik	0.04	0.05	0.2	0.01	0	0.06	0.07	0.08	0.03	0.02
ENSMUSG00000043943	NA	25.914644727421	-1.83976506090659	0.584816508316884	-3.14588428121065	0.00165585506708824	0.00621314226422871	Naalad2	0.03	0.04	0.05	0.25	0.2	0.01	0.03	0.08	0.17	0.25
ENSMUSG00000043953	NA	50.2415813432307	1.84764571145819	0.514826167449942	3.58887295999351	0.000332110620451356	0.0015787409152107	Ccrl2	0.25	0.18	1.86	0.1	0.06	0.38	0.3	0.23	0.08	0.08
ENSMUSG00000043982	NA	3.21710996504029	-5.51546439541889	1.47090864134763	-3.74969881906853	0.000177047080575421	0.000902853376296275	Krtap19-4	0	0	0	0.23	0.73	0	0	0	1.23	0.36
ENSMUSG00000044041	NA	12.6444005014882	-1.5977827039914	0.597412001575523	-2.67450720738394	0.00748391675463704	0.022406009985346	Krt13	0.03	0.09	0.04	0.12	0.16	0.07	0.01	0.07	0.72	0.06
ENSMUSG00000044156	NA	57.7938243525205	2.61926235578395	0.327329483857193	8.00191392757849	1.22500006838926e-15	6.80079204634103e-14	Hepacam2	0.41	0.61	0.5	0.09	0.04	0.41	0.53	0.53	0.05	0.07
ENSMUSG00000044165	NA	8.60578368449993	1.74067771885896	0.658348306290865	2.64400728645592	0.00819308924252471	0.0241756529986556	Bcl2l15	0.24	0.12	0.21	0.03	0.02	0.18	0.1	0.08	0.06	0.02
ENSMUSG00000044176	NA	7.02400318557468	-2.56837810835864	0.906708277201908	-2.83263997135289	0.00461653495585457	0.0148806637680971	Spink10	0.02	0	0	0.22	0.04	0.11	0	0	0.17	0.14
ENSMUSG00000044229	NA	161.388427170924	-2.0252706530493	0.365977703478546	-5.53386349441374	3.1325280171122e-08	4.30711346161275e-07	Nxpe4	0.35	0.34	0.26	0.58	0.82	0.12	0.18	0.1	0.3	1.28
ENSMUSG00000044243	NA	158.296029990479	-5.66833726231237	0.620169951609257	-9.13997404679766	6.24673197342412e-20	6.19281672722493e-18	Bhlha9	0.03	0.04	0.15	1.51	10.51	0.15	0.07	0.05	0.74	1.84
ENSMUSG00000044303	NA	24.2212951221353	-1.96306700228409	0.425594941308425	-4.61252428482573	3.9780804958044e-06	3.25577054828611e-05	Cdkn2a	0.33	0.21	0.16	0.52	0.83	0.07	0.18	0.13	0.52	0.31
ENSMUSG00000044338	NA	1176.94805590895	-2.10685653932715	0.204739132181877	-10.2904438290554	7.78168523160728e-25	1.39359104873569e-22	Aplnr	1.48	1.65	2.21	4.1	7.79	0.9	1.65	1.32	3.29	5.91
ENSMUSG00000044365	NA	23.8640696148295	-1.56514063333783	0.438564567624276	-3.56878040060615	0.00035864687523534	0.00168450753159746	Cxxc4	0.03	0.04	0.03	0.03	0.1	0.02	0.03	0.02	0.05	0.12
