gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000005397,Nid1,2994,3639.6,3374,8071,9711.48,1925,5801.05,3089,7726,8548
ENSMUSG00000005410,Mcm5,3405,2294,3826,1282,1984,1172,2161,1695,1347,2493
ENSMUSG00000005413,Hmox1,5656,6988,5823,7224.81,6952.55,10766,10468.12,6718.99,5418.22,4105.08
ENSMUSG00000005417,Mprip,23584.13,26320.49,26711.94,21172.86,22996.73,25742.55,30691.22,20621.9,16895.69,22841.13
ENSMUSG00000005442,Cic,12401.32,13059.34,18126.75,9535.99,12824.19,10825.12,12425.69,8819.02,7432.04,11062
ENSMUSG00000005447,Pafah1b3,1250,898,919,605,604,755,1050,809,643,860
ENSMUSG00000005465,Il27ra,12,6,11,14,18,2,15,11,18,25
ENSMUSG00000005469,Prkaca,5437.68,5009,5509.01,3775.02,3984.95,5394,5848,4567.11,3081,4147
ENSMUSG00000005470,Asf1b,868,396,1007,311,495.99,230,357,406,227,431
ENSMUSG00000005474,Myl10,4,5,0,5,5,2,11,9,12,11
ENSMUSG00000005481,Ddx39,2659,1875.47,2262,1998,2072,1921.83,2454,2234,1793,2498
ENSMUSG00000005483,Dnajb1,8698.92,8365,9482.85,6179.35,4917,15641.78,15156.99,10464.23,5382.36,6602.96
ENSMUSG00000005493,Msh4,7,14,1,3,18,6,13,10,6,15
ENSMUSG00000005501,Usp40,1984,1546,1613,1390,1843,1028,1306,1166,1241,2549.19
ENSMUSG00000005503,Evx1,8,1,3,13,2,4,12,4,4,10
ENSMUSG00000005505,Kbtbd4,1399,1258,1466,1339,1066,1838.93,1812.01,1521,1034.29,1332
ENSMUSG00000005506,Celf1,8841.94,9052.11,12051.53,7566.89,7328,8349.82,9952.99,7296,5992,9765.39
ENSMUSG00000005510,Ndufs3,2704.99,2169.42,2543.64,1741.1,1680.81,2587.15,3325.73,2614.42,1642.49,2313.47
ENSMUSG00000005514,Por,4684,5129,4976,3876,3870,6190.97,5747.66,5289,3712,5629.84
ENSMUSG00000005533,Igf1r,11086.13,12955.87,15831.03,11051.07,10904.05,12011.87,14724.7,9536.16,8320.2,13019.01
ENSMUSG00000005534,Insr,4492.85,4425,5057.72,3799,4116.29,4642.18,5378.02,3508.67,3754.02,5381.32
ENSMUSG00000005540,Fcer2a,5,1,2,0,4,0,3,0,0,0
ENSMUSG00000005547,Cyp2a5,38,8,1,0,0,8.09,5,20,0,6
ENSMUSG00000005553,Atp4a,10,7,2,3,7,2,2,2,4,3
ENSMUSG00000005566,Trim28,10137,9051.92,12003,7017,8809.24,8577.09,9654,7763,5935,10801
ENSMUSG00000005575,Ube2m,5847.76,5390.03,6255,4021.92,4103.41,5316.37,6164.62,4545.94,3390.24,4542.24
ENSMUSG00000005580,Adcy9,1859,2212,2357,1337,1253,2040,2526,1591,1407,1749
ENSMUSG00000005583,Mef2c,622.03,504,660,2004,2154,216,1403,414,2139,2022.02
ENSMUSG00000005609,Ctr9,4347,3671,4452.06,3521,3535.03,3796,4231.24,3219,2742,4357.99
ENSMUSG00000005610,Eif4g2,90986.53,81583.89,93122.28,65085.24,64495.91,88333.02,111003.2,83762.22,56848.16,90333.53
ENSMUSG00000005611,Mrvi1,61,73,32,145,116,34,60,42,156,139
ENSMUSG00000005615,Pcyt1a,4882.55,4442.99,6955.98,3931,3949,6003.97,5776.96,4777.04,3081.94,4482
ENSMUSG00000005621,Zfp592,2320,2457,2925,1956.1,1867,2234.12,2359,1840,1514.98,2087.01
ENSMUSG00000005625,Psmd4,5550,4734,5077,4532,4165.73,5450,7095,5263.13,3892,5043.96
ENSMUSG00000005628,Tmod4,24,8,10,4,6,8,3,3,3,1
ENSMUSG00000005640,Insrr,36,8,17,12,7,16,10,8,5,2
ENSMUSG00000005649,Cabp5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005656,Snx6,3697,2880.01,3330.85,2479.08,1988,3223,4082.6,2896,2028,2228.08
ENSMUSG00000005667,Mthfd2,597,490,822,595,739,349,454,300,403,758
ENSMUSG00000005672,Kit,133,104,250,139,137,157,265,124,192,285
ENSMUSG00000005674,Tomm40l,1024,763,890,805,756,795,1136,820,682,1022
ENSMUSG00000005677,Nr1i3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005681,Apoa2,0,0,0,0,1,0,0,0,1,2
ENSMUSG00000005682,Pan2,2562.68,2160,2211,1743,2201,2254,2625,1952.54,1581,2597
ENSMUSG00000005683,Cs,18321.64,16667.98,20679.24,11158.98,13221.02,21588.52,20023.73,18203.04,10282.98,18425.71
ENSMUSG00000005686,Ampd3,3965,3214,4027,2915.95,2696.1,3080,2966,2057.49,1922.94,3031
ENSMUSG00000005687,Bcas2,2777,2273,2662,2150,2067,2945,3767,2920.29,2067,3007
ENSMUSG00000005696,Sh2d1a,1,0,0,0,1,0,0,0,2,4
ENSMUSG00000005698,Ctcf,5748,5111,6279.35,4328,4164,5167,5876,4677,3555,5601
ENSMUSG00000005699,Pard6a,279,159,236,135,150,114,193,143,146,206
ENSMUSG00000005705,Agrp,21,34,16,18,15,65,67,27,19,23
ENSMUSG00000005716,Pvalb,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000005718,Tfap4,1126,1175,1351,533,450,1302,1462,1053,567,1054
ENSMUSG00000005732,Ranbp1,5024.94,3553,4537.92,3198.93,3127.5,3784,4184.79,3701,2665,3687.92
ENSMUSG00000005763,Cd247,18,10,10,15,7,7,26,17,25,20
ENSMUSG00000005774,Rfx5,1164,962,1191,975,1138,745.89,1146,768,855,1495
ENSMUSG00000005779,Psmb4,7049,5309,6113,5347,4575,6035,9212,7048.9,4889,7682
ENSMUSG00000005800,Mmp8,1,3,30,0,0,0,15,4,0,30
ENSMUSG00000005802,Slc30a4,8840.9,8043,8096,6438.24,9291.94,9070.52,10083.44,8145.93,5873.75,12085
ENSMUSG00000005803,Sqrdl,578,338,326,700,1396,450,517,385,786,945
ENSMUSG00000005804,Bloc1s6,1253,909,1111.98,1023,1164.27,1212.72,1405.49,1114,1003.4,1147
ENSMUSG00000005813,Metap1,3384.34,3313,3669,2832,2414,3538,3977.26,3394,2385.88,3509.98
ENSMUSG00000005823,Gpr108,3049.09,2629,3119,2023,2423,3181,3536,2814,1994,3076
ENSMUSG00000005824,Tnfsf14,10,2,34,2,1,4,9,9,2,4
ENSMUSG00000005836,Gata6,15,14,14,67,111,28,51,24,85,48
ENSMUSG00000005846,Rsl1d1,5580.24,4722,5900,4304,3994,5685,6374,4716,3415,5971.99
ENSMUSG00000005864,Cnga2,1,1,0,1,0,2,0,0,1,1
ENSMUSG00000005871,Apc,10447.06,11040,13112,8670.9,8496.7,8942,9827.7,7198.34,6519.1,9569
ENSMUSG00000005873,Reep5,16418.81,15320.45,17114.99,10024,8950.61,16159.06,22897.61,17818.85,9678.68,13284.12
ENSMUSG00000005881,Ergic3,5808.2,4684.06,5718.93,4224.13,4200,5316,7055,5201.26,3843.1,5589
ENSMUSG00000005882,Uqcc1,1004,777,925,958,722,795,976,798,706,1275
ENSMUSG00000005883,Spo11,0,2,0,1,2,0,4,0,5,3
ENSMUSG00000005886,Ncoa2,9837.51,11356.99,10471.59,8647.9,10051.87,14877.1,13649.64,9699,6790.61,9241.47
ENSMUSG00000005891,Prl4a1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005892,Trh,2,0,2,0,1,1,2,0,0,3
ENSMUSG00000005893,Nr2c2,6389,5822.99,6446,4590,4622.9,4861,7330.43,4751,4500.65,7348.11
ENSMUSG00000005897,Nr2c1,884,622,1119,825,826.45,642,867,615,606,1082
ENSMUSG00000005899,Smpd4,2008,2003,2384,1239,1570,2017.49,2088.34,1650,1161,1755
ENSMUSG00000005907,Pex1,719,572,624,534,622,612,715,482,630,909
ENSMUSG00000005917,Otx1,1568,1417,1952,612,511,1952.99,1750,1737,452,550
ENSMUSG00000005936,Kctd20,6668,6207,6390.12,5436.98,4636,6574.02,8854.04,5890,4362,6254.99
ENSMUSG00000005947,Itgae,78,62,43,44,41,48,150,68,53,72
ENSMUSG00000005949,Ctns,1496.01,1336.99,1555,1281,1359,1584,1936,1133.28,1071,1697
ENSMUSG00000005950,P2rx5,71,39,27,47,26,58,32,35,24,32
ENSMUSG00000005951,Shpk,222,190,252,271,245,160,250,152,244,305
ENSMUSG00000005952,Trpv1,2,1,0,13,19,2,4,5,12,25
ENSMUSG00000005958,Ephb3,4632,5202.01,4117,4999,3560.03,5940,6628,5703.99,3664,3824.03
ENSMUSG00000005968,Tuft1,9923.72,9642.06,9171.05,8772.14,7266.15,13125.99,15029.94,10062.62,6617.98,7993.73
ENSMUSG00000005973,Rcn1,10217.93,8731.95,7544.42,9619,10507,9850,9856.92,7879,7783,9132
ENSMUSG00000005980,Dnase1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000005981,Trap1,4227.43,3506.7,3701,2542,2709,3087,3672,3139,2498,4091.89
ENSMUSG00000005982,Naa60,3729.86,3828,4770.67,3253.58,3306.49,3957.27,5054.26,3213.22,2413.68,3688.41
ENSMUSG00000005983,1700037C18Rik,159,95,121,86,64,77,154,86,67,61
ENSMUSG00000005986,Ankrd13d,324,305,263,300,282,306,305,275,233,350
ENSMUSG00000005994,Tyrp1,144,116,1319,1,0,889,1101,418,4,4
ENSMUSG00000006005,Tpr,14086.94,12362,16715.57,11259,12684.8,10388,10336,8511.93,7340,14047.83
ENSMUSG00000006007,Pdc,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000006010,BC003331,1901.02,1451.82,1773.01,1394.48,1546,1735.22,2009.94,1358.41,1290.46,2220
ENSMUSG00000006014,Prg4,310,69,3462.04,375,303.96,65,136,72,156,774
ENSMUSG00000006019,Dhx34,1011,955,989,788,934,1207,1431,918,722,911
ENSMUSG00000006021,Kptn,527,417,451,307.53,333,414,520,438,333,640
ENSMUSG00000006024,Napa,6531,6178.03,6693,5438,5278.01,6506.5,8337.99,6196,4116,6074
ENSMUSG00000006050,Sra1,1653,1233,1423,1334,1080.01,1436,2124,1691,1361,1472.69
ENSMUSG00000006056,Calcoco2,0,3,0,0,1,0,0,0,0,0
ENSMUSG00000006057,Atp5g1,4448.98,3344.61,3917.91,2549.76,2469.98,3257.51,4372.7,4195.24,2460.17,3274.14
ENSMUSG00000006058,Snf8,2615.19,2009.77,2078.05,1568.75,1322.88,2195.44,2783.49,2096.35,1527.5,1774.18
ENSMUSG00000006095,Tbcb,3368,2719,3215,2258,1973,3527.31,4299,3224,2143.2,2832.01
ENSMUSG00000006127,Inpp5k,2749.98,2436.03,2843,1618,1599,3175,3755,2461,1608,2353
ENSMUSG00000006134,Crkl,3640.98,3291.9,4256,4143,3360.98,3707.91,4371,3443,2577,4416
ENSMUSG00000006143,Upk3bl,1068.95,987,404.62,461.82,997.65,566.76,1186.33,48,410,792.72
ENSMUSG00000006154,Eps8l1,13438.19,16099.02,10515,10828,9033.94,20613.25,16243.68,13074.93,7271,7245.01
ENSMUSG00000006169,Clint1,11062.98,11256.01,11297,9422.96,9273,14905.29,15144.73,10967.99,8082.56,10294.77
ENSMUSG00000006179,Prss16,30,9,27,48,53,13,24,27,20,98
ENSMUSG00000006191,Cdkal1,1476,1311,1427.93,1059.97,1133,1255,1644,1151,1086,1563
ENSMUSG00000006200,Rhox6,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006204,5430419D17Rik,48,13,17,1,2,6,17,11,1,0
ENSMUSG00000006205,Htra1,5400.82,4797,5627,5357.54,6229.94,4109,6263.05,5728,5131,5638
ENSMUSG00000006215,Zbtb17,1304,1283.47,1428.7,911,929,1031,1299,1019,825,1114
ENSMUSG00000006216,Clcnkb,1,3,2,3.02,9,1,3,1,0,1
ENSMUSG00000006218,Fam131c,570,602.55,386.95,213.8,189.61,747,648,501.51,254,266
ENSMUSG00000006219,Fblim1,900,445,1492.73,1047,1312,296,527,388,619,643
ENSMUSG00000006221,Hspb7,15,11,47,68,66,7,44,10,78,87
ENSMUSG00000006235,Epor,1,2,0,4,2,2,2,1,3,6
ENSMUSG00000006241,Ccdc159,25,22,7,28,24,7,10,9,29,29
ENSMUSG00000006262,Mob1b,12595.79,13038.97,13165.96,11148.45,10145.84,17594.95,19322.01,14570,10472,15175.07
ENSMUSG00000006269,Atp6v1b1,12,6,14,0,2,9,23,5,83,4
ENSMUSG00000006270,Vax1,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000006273,Atp6v1b2,16755,14607,13805,12967.54,10937.96,16397.82,20930.14,14943.93,9875.47,12401.24
ENSMUSG00000006276,Eps15l1,3945,3553.2,3755,3014,3119.2,3600,4243,3084,2527.94,3438.08
ENSMUSG00000006281,Tep1,2408,1988,2494.64,1335,1572.11,1757,2186,1639,1055,1799
ENSMUSG00000006288,Ttc5,969.91,682.99,732.69,767.93,738,701.87,958.89,633,861.92,1131.9
ENSMUSG00000006289,Osgep,1295.25,1102.22,1290.05,1042.37,863.45,1308.62,1790.51,1446.86,1181.84,1406.52
ENSMUSG00000006299,Aamp,7012.05,6274.16,7216.97,4933,4942,7004,8878,6803,4468.07,6260.29
ENSMUSG00000006301,Tmbim1,10606,11150,10988,10616,10777.56,11956.98,14481.58,10723,9330.02,13028.47
ENSMUSG00000006304,Arpc2,19340.97,16854.84,21238.75,11599.17,9983.97,21686.93,22165.75,15324.9,10201.41,12938.93
ENSMUSG00000006307,Kmt2b,6439,6458.94,7039.95,5656,5666.02,4698.2,4830.58,3832,3773.11,5712.24
ENSMUSG00000006310,Zbtb32,24,40,15,29,34,70,67,47,48,17
ENSMUSG00000006311,Etv2,2,0,8,0,0,3,0,1,0,0
ENSMUSG00000006313,Upk1a,12,20,19,14,13,31,28,22,11,12
ENSMUSG00000006315,Tmem147,2670,2103,2139.01,1900,1976,2223,3219,2442,2144.96,2685
ENSMUSG00000006333,Rps9,49597.43,36044.82,39251.44,31527.27,22958.41,52550.07,62342.23,53152.3,33373.96,39433.89
ENSMUSG00000006335,Tfpt,579,556,626,506,394,580,793,551,449,471
ENSMUSG00000006342,Susd2,5475.39,6029,4359.95,1748,2171,6215,6143,5178,1734.08,3354
ENSMUSG00000006344,Ggt5,42,16,57,69,48,21,37,19,72,83
ENSMUSG00000006345,Ggt1,88,36,40,30,44,13,67,8,19,33
ENSMUSG00000006356,Crip2,21180.91,22062.86,25453.88,8977.66,10537,21157.03,28960.65,23653.94,8841.95,13543.76
ENSMUSG00000006360,Crip1,5865,5125.75,10256.01,3123,2809,2293,6803.87,4757,3097,4016
ENSMUSG00000006362,Cbfa2t3,200,160,242,316,355.95,99.1,196.99,108,279.99,375
ENSMUSG00000006369,Fbln1,5476.04,4409.04,5895.65,3304.64,4026.68,2892,4819,3035.14,2946.54,4957.23
ENSMUSG00000006373,Pgrmc1,6152,4991,6020,4865,4210,5967.95,8067.66,6452,5442,6688
ENSMUSG00000006378,Gcat,9230.97,8267.39,7489.66,5441.6,6867.5,10051.68,12860.65,10337.87,5852.67,7872.89
ENSMUSG00000006386,Tek,325,262,453,723,1288,195,467,273,823,1425
ENSMUSG00000006389,Mpl,0,1,3,4,5,0,4,1,2,2
ENSMUSG00000006390,Elovl1,11870.97,11024.22,8921.96,7983.61,7961,13220.01,13535.99,9657,6137,8619.54
ENSMUSG00000006392,Med8,2161,1932,2073.79,1499,1300,2362,2859,2099,1272.28,1837
ENSMUSG00000006395,Hyi,383,653.09,932.98,538,317,884.99,1141.19,681,226,371
ENSMUSG00000006398,Cdc20,2515.99,1176.97,2556.99,1299,1789.97,762,1016,1276,1012.99,1917.53
ENSMUSG00000006403,Adamts4,460,438,928,1070,1360.28,92,320.08,147,855,671
ENSMUSG00000006411,Pvrl4,20431.15,23587.02,20781.7,14930,17578.15,26892,29677.33,21077,12239.05,17305.47
ENSMUSG00000006412,Pfdn2,1753,1141,1568,1071,991.98,1365,1324,1418.96,824.14,1417
ENSMUSG00000006418,Rnf114,2587,1959,2734,2036,1937,2254,3062,2195,1716,3376
ENSMUSG00000006423,C330007P06Rik,2876.13,2544.84,2781.31,2086.99,1918.97,2949.61,3840.09,2974.24,2318.51,3307.1
ENSMUSG00000006435,Neurl1a,137,84.85,130.4,78.87,57.96,69,97.86,40.91,79,56
ENSMUSG00000006442,Srm,2346,1939.14,2944.54,2267,2570,2070,2487,1944,1348,2467
ENSMUSG00000006445,Epha2,7681,7180,7865,5101,5423.2,8985,10321.77,7975.55,4379.82,5441
ENSMUSG00000006456,Rbm14,3601.21,3271.94,4228.29,3051.09,3691.99,2746.04,2871.56,2372.86,2080.73,3723.63
ENSMUSG00000006457,Actn3,14,4,15,9,20,3,9,9,12,24
ENSMUSG00000006463,Zdhhc24,442,297,337,558,573,251,403,225,326,522
ENSMUSG00000006464,Bbs1,437,389.06,388,455,540,339,435,299,403,587
ENSMUSG00000006469,Slc34a3,31,39,21,36,16,55,50,65,31,27
ENSMUSG00000006471,Ndor1,1955.84,1632.38,1721.66,1589.11,1825.66,1562.91,1754.75,1256.73,1177.04,2072.82
ENSMUSG00000006476,Nsmf,631,540,554,936,971,320,915,465,1029,1130
ENSMUSG00000006488,Prl7a1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006490,Prl8a9,3,2,2,2,0,2,0,0,0,1
ENSMUSG00000006494,Pdk1,8326.96,8455,8850.93,7031.81,5741.04,8380,10776,8118,5289.25,9147.2
ENSMUSG00000006498,Ptbp1,21914.79,20945.74,25799.78,13271.14,16780.13,21061.3,22333.77,18226.41,11389.61,19942.55
ENSMUSG00000006517,Mvd,3189,3042.15,2172,2740.98,2286,3558,4507,3372,1607,1817
ENSMUSG00000006519,Cyba,1274,597,994,707,571,637,1009,624,808,626
ENSMUSG00000006522,Itih3,2,6,6,1,0,3,3,0,5,6
ENSMUSG00000006526,Tmem110,1074,900,1066,817,827,786,1086,857,734,1058
ENSMUSG00000006527,Sfmbt1,1741,1483,2361,1223,1177,1573,1995.97,1296,1324,1779
ENSMUSG00000006529,Itih1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006538,Ihh,11,6,7,39,32,9,9,9,24,26
ENSMUSG00000006542,Prkag3,14,7,0,9,9,2,6,6,3,8
ENSMUSG00000006546,Cryba2,10,11,5,3,4,7,17,10,7,3
ENSMUSG00000006567,Atp7b,10,17,7,13,26,3,3,9,4,6
ENSMUSG00000006570,Defb2,0,9,10,0,3,9,4,12,0,0
ENSMUSG00000006574,Slc4a1,3,6,23,12,3,11,36,4,12,6
ENSMUSG00000006575,Rundc3a,530,699,463,937,1272.99,732,724,540,632,927
ENSMUSG00000006576,Slc4a3,189,160.01,187,278,277,85,229,100,302,266
ENSMUSG00000006585,Cdt1,1030,793,1301,501,675,545,759,714,483,932
ENSMUSG00000006586,Runx1t1,80,80,91,238,208,53,153,70,201,217
ENSMUSG00000006587,Snai3,9,2,12,10,15,1,2,5,3,5
ENSMUSG00000006589,Aprt,2275,1698.99,2408.96,1685,1566,2056,2577.94,2447,1663,2091
ENSMUSG00000006599,Gtf2h1,2388.44,2179,2696,1976,1691,2301,2479,1712,1338.7,2322
ENSMUSG00000006611,Hfe,275,129,192,219,192,125,358,214,299,282
ENSMUSG00000006641,Slc5a6,848.57,721.95,899.5,606.03,474.88,824.99,934,726.9,524.97,665.85
ENSMUSG00000006642,Tcf23,135,46,17,17,48,28,64,11,26,24
ENSMUSG00000006649,Nphs1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000006651,Aplp1,795,611,767,1978,2144,415,759,563,1274,2039
ENSMUSG00000006673,Qrich1,7352.78,6997.55,8573.89,5261.25,5915.76,8092.81,9249.25,7327.43,4790.85,7251.09
ENSMUSG00000006675,P4htm,28,28,29,45,40,10,56,31,53,60
ENSMUSG00000006676,Usp19,8628.99,7980,9882.84,6077.87,6483,8609.94,9649.29,7204,4984,7863
ENSMUSG00000006678,Pola1,1644,1029,1736.76,633,935,739,1117,982,873,1542
ENSMUSG00000006699,Cdc42,22353.92,18340.94,21847.85,17783.13,15870.75,19505.88,27237.16,21431.91,15444.44,22669.98
ENSMUSG00000006705,Pknox1,1423,1454,1487,1273,1188,1169,1471,1117,897,1522
ENSMUSG00000006711,D130043K22Rik,9,10,8,8,19,8,11,7,9,24
ENSMUSG00000006715,Gmnn,628,265,446,245,268,178,343,313,274,394
ENSMUSG00000006717,Acot13,822,577,445,699,390,837,667,634,657,527
ENSMUSG00000006720,Zfp184,28,17,32,25,21,16,20,15,22,52
ENSMUSG00000006724,Cyp27b1,13,19,12,3,10,8,11,13,14,12
ENSMUSG00000006728,Cdk4,6281.78,4229,5573.16,4222.96,4162,4188,6236,5104,4012,6734
ENSMUSG00000006731,B4galnt1,1626,1004,1466.93,1049.83,1459,856,1304,778,881,1295
ENSMUSG00000006732,Mettl1,1101,829,978,752,798,843.03,1164,871,592,953
ENSMUSG00000006736,Tspan31,3367,2610.84,3276.82,2611,2749,2810,3631,2944,2587,4020
ENSMUSG00000006740,Kif5b,33963.94,32408.1,34187.56,28256.19,26674.44,34988.47,44013.62,31992.51,25807.83,39425.02
ENSMUSG00000006763,Saal1,878,612.97,719,619,578,618,959,673,678,924
ENSMUSG00000006764,Tph2,1,1,5,2,5,8,0,4,0,1
ENSMUSG00000006777,Krt23,1083,904,1083,1276,694,1486.48,1543,990,814,612
ENSMUSG00000006782,Cnp,317,189,263,299,319,103,343,168,238,326
ENSMUSG00000006784,Ttc25,11,5,12,2,3,7,4,7,5,9
ENSMUSG00000006800,Sulf2,6935,8073.05,10665.01,5121,6360.93,4763.54,9328,5001.58,4505.98,7816
ENSMUSG00000006818,Sod2,12662.46,12173.32,13095.14,6452.87,7079.03,12285.89,12501.51,9934.89,5713.65,10727.42
ENSMUSG00000006850,Tmco6,331,253,326,251,282,206,365,205,256,282
ENSMUSG00000006906,Stambp,2577,2080,2266,1569,1609,2407,2657,2005,1397,2282
ENSMUSG00000006920,Ezh1,3281.08,3476,3597,2684.92,2797.87,4113,4171,2929,2224,3410
ENSMUSG00000006930,Hap1,79,40,31,27,20,56,56,24,24,38
ENSMUSG00000006931,Leprel4,5223.99,4669,4326,3632,3231,4857,6661,4643,3465.15,3118
ENSMUSG00000006932,Ctnnb1,51478.81,52537.95,52563,44599.7,47489.96,48342.48,66874.74,50111.88,40384.7,69201.41
ENSMUSG00000006941,Eif1b,601,517,692,511,426,477,626,530.01,492.99,587
ENSMUSG00000006948,Klk4,5,43,29,65,17,38,40,50,12,11
ENSMUSG00000006958,Chrd,66,76,51,119,128,27,124,51,176.5,199
ENSMUSG00000006998,Psmd2,19195.34,17029.33,18120.58,15360.82,14477.81,19039.66,22175.05,17957.95,12491.49,18478.84
ENSMUSG00000007021,Syngr3,7,4,4,14,10,5,10,3,5,1
ENSMUSG00000007029,Vars,7094,5942,6748,4456,5816,5076.39,5458,4303.03,3610.03,6060.99
ENSMUSG00000007030,Vwa7,106,158,72,196,168,111,147,111,125,168.38
ENSMUSG00000007033,Hspa1l,8.3,12.41,8.36,6.32,6.25,10.43,17.71,5.26,5.45,10.51
ENSMUSG00000007034,Slc44a4,2,0,1,1,2,6,3,6,0,3
ENSMUSG00000007035,Msh5,55,24,62,34,56,19,60,38,50,97
ENSMUSG00000007036,Abhd16a,2349,1917,2171,1664,1646,2066,2608.48,2135,1692.65,2258
ENSMUSG00000007038,Neu1,432,301,704,573,573,353,552,351,547.88,956
ENSMUSG00000007039,Ddah2,988,781.04,740,1492,1139,613,1288,809,1246.05,1225
ENSMUSG00000007041,Clic1,10441.72,8092,10201.72,7166,6154,7639.89,11882.02,9064.9,6110,8739.85
ENSMUSG00000007050,Lsm2,1069.95,718,964,714,741,669,727,695,504,799
ENSMUSG00000007080,Pole,2089.3,1496.06,2058.03,742,1222,885,1211.01,950,874,1785
ENSMUSG00000007097,Atp1a2,135,82,113,52,63.99,34,160,92,86,92
ENSMUSG00000007107,Atp1a4,0,10,11,3,1,4,15,0,4,5
ENSMUSG00000007122,Casq1,4,5,2,2,8,1,7,4,10,8
ENSMUSG00000007207,Stx1a,90,92,102,87,70,33,66,44,75,85
ENSMUSG00000007209,Ceacam9,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007216,Zfp775,219,161,129,167,130,138,370,120,109,231
ENSMUSG00000007279,Scube2,37,32,47,30,41,39,54,24,26.6,43
ENSMUSG00000007338,Mrpl49,1179,629.89,822,741,625,636,717,603,514,853
ENSMUSG00000007379,Dennd2c,5654.99,4691,5763,4722,4304,6438,6685,6280.97,3848,6229
ENSMUSG00000007411,Mark3,6309.75,6203,6805,6714.83,6618.21,6090,8756,5564,6319.02,8114
ENSMUSG00000007415,Gatad1,2792.6,2442,2897,2060,1991,2649.04,3382,2446,1885.97,2757.06
ENSMUSG00000007440,Pcdha10,6.96,26.49,8.39,1.51,10.77,4.81,5.5,8.28,8.19,10.31
ENSMUSG00000007457,2310003L06Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007458,M6pr,8683.92,7640.89,9989.5,7100.61,7181.46,8289.5,11209.43,8119.44,6501.71,10197.23
ENSMUSG00000007476,Lrrc8a,5997.1,5639.02,7569.8,5721.72,5986.86,5796.83,6474.94,4209.85,3954.1,5798.83
ENSMUSG00000007480,Mc5r,77,59,76,92,160,42,95,44,177,399
ENSMUSG00000007564,Ppp2r1a,15030.49,14167,14944,9402.74,9870.38,15726,18641.1,14742.31,8526.05,11934.03
ENSMUSG00000007570,Fance,1500,1270,1487,792,816,1384,1516,1166.56,767,1157
ENSMUSG00000007589,Tinf2,793,577,870,512,530,634,840,644,540.13,803
ENSMUSG00000007591,Tssk4,82,47,52,30,49,53,42,44,38,49
ENSMUSG00000007594,Hapln4,35,3,24,17,9,0,22,6,26,2
ENSMUSG00000007603,Dus3l,1298,1170,1225,872,950,1269,1385,987,981,1330
ENSMUSG00000007610,Gtpbp3,513,406.98,669,643,576,383.81,503.01,429,475.88,661
ENSMUSG00000007613,Tgfbr1,4716,3823,6028,4424.03,3987,4195.02,6006,4756,4439,6943.61
ENSMUSG00000007617,Homer1,2004,1839,2505,3828,4618.99,1757,2235.92,1723,4293.3,5170.11
ENSMUSG00000007646,Rad51c,166,127,217,92,121,73,107,82,52,104
ENSMUSG00000007653,Gabrb2,0,0,5,4,9,3,4,0,8,0
ENSMUSG00000007655,Cav1,10189,13997,14210,11202,10181.24,9300.76,14932.2,11287.06,10151,12493
ENSMUSG00000007656,Arpp19,8596,7257,8727.18,6863,6909,9913,10095,8240.03,6528.54,9250
ENSMUSG00000007659,Bcl2l1,3697.01,3947.01,4306.29,4123.83,4380,5481.94,6248.02,4536,3640.07,4607.19
ENSMUSG00000007670,Khsrp,16663.28,16386.24,20708.07,10686.18,13238.3,16544.43,18158.84,13104.77,8535.87,14528.52
ENSMUSG00000007682,Dio2,239,239,212,335,325,114,373,168,383,969
ENSMUSG00000007721,Ccdc124,2726,2464.35,2377,1885,1581,2224,2889,2527,1563,1686.01
ENSMUSG00000007739,Cct4,11635,8601.46,11169.92,8188,7585.97,10074,13604,10636.43,8585,11422
ENSMUSG00000007777,0610009B22Rik,954,617,794,678,474,832,1221,797,588,804
ENSMUSG00000007783,Cpt1c,131,104,95,216.96,283,53,150,103,287,327
ENSMUSG00000007805,Twist2,57,73,153,48,81,20,116,37,61,101
ENSMUSG00000007812,Zfp655,3213,2767,3056.75,2458,2382,2535,3842,2703,2584.98,3808
ENSMUSG00000007815,Rhoa,24417.27,21774.38,24280.12,20734.85,18908.97,26345.57,30349.07,25339.03,20379.67,26031.15
